dataset,variant,ir,seed,classifier,auprc,auroc,f1,balanced_acc
S5,GMR-Bidirectional,20,2,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-Bidirectional,20,2,RF,1.0000000000000002,1.0,0.8,0.8333333333333333
S5,GMR-Bidirectional,20,2,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,2,DT,0.6905555555555556,0.8862710878417684,0.8235294117647058,0.8862710878417686
S5,GMR-Bidirectional,20,2,XGB,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,3,KNN,0.9777777777777777,0.9994182664339732,0.8,0.8333333333333333
S5,GMR-Bidirectional,20,3,RF,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,20,3,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,3,DT,0.6149382716049383,0.8836532867946479,0.7777777777777778,0.883653286794648
S5,GMR-Bidirectional,20,3,XGB,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,50,42,KNN,1.0,1.0,0.8571428571428571,0.875
S5,GMR-Bidirectional,50,42,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,42,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,42,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,42,XGB,1.0,1.0,0.8571428571428571,0.875
S5,GMR-Bidirectional,50,0,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,0,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,0,DT,0.755,0.875,0.8571428571428571,0.875
S5,GMR-Bidirectional,50,0,XGB,0.95,0.9987244897959183,0.8571428571428571,0.875
S5,GMR-Bidirectional,50,1,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,1,RF,1.0,1.0,0.0,0.5
S5,GMR-Bidirectional,50,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,1,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,1,XGB,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,2,KNN,0.8500000000000001,0.9980867346938777,0.4,0.625
S5,GMR-Bidirectional,50,2,RF,1.0,1.0,0.4,0.625
S5,GMR-Bidirectional,50,2,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,2,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,2,XGB,1.0,1.0,0.4,0.625
S5,GMR-Bidirectional,50,3,KNN,1.0,1.0,0.8571428571428571,0.875
S5,GMR-Bidirectional,50,3,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-Bidirectional,50,3,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,50,3,DT,0.5675,0.8724489795918368,0.75,0.8724489795918368
S5,GMR-Bidirectional,50,3,XGB,1.0,1.0,0.4,0.625
S5,GMR-DataGated,5,42,KNN,1.0,1.0,1.0,1.0
S5,GMR-DataGated,5,42,RF,0.9999999999999999,0.9999999999999999,0.96875,0.9696969696969697
S5,GMR-DataGated,5,42,LR,1.0,1.0,0.9850746268656716,0.9970059880239521
S5,GMR-DataGated,5,42,DT,0.9240909090909091,0.9545454545454546,0.9523809523809523,0.9545454545454546
S5,GMR-DataGated,5,42,XGB,0.9999999999999999,1.0,1.0,1.0
S5,GMR-DataGated,5,0,KNN,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,0,RF,0.9999999999999998,1.0,0.9523809523809523,0.9545454545454546
S5,GMR-DataGated,5,0,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,5,0,DT,0.7917554858934169,0.9031028851388133,0.8709677419354839,0.9031028851388133
S5,GMR-DataGated,5,0,XGB,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,1,KNN,1.0,1.0,1.0,1.0
S5,GMR-DataGated,5,1,RF,1.0,1.0,0.96875,0.9696969696969697
S5,GMR-DataGated,5,1,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,5,1,DT,0.7666017316017316,0.8879513699872982,0.8524590163934426,0.8879513699872981
S5,GMR-DataGated,5,1,XGB,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,2,KNN,0.9934479934479934,0.9992741789148976,0.9354838709677419,0.9393939393939394
S5,GMR-DataGated,5,2,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,2,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,5,2,DT,0.8436568386568387,0.9698784249682454,0.9142857142857143,0.9698784249682453
S5,GMR-DataGated,5,2,XGB,0.999108734402852,0.9998185447287243,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,3,KNN,0.9967239967239967,0.9996370894574488,0.9523809523809523,0.9545454545454546
S5,GMR-DataGated,5,3,RF,1.0,1.0,0.9523809523809523,0.9545454545454546
S5,GMR-DataGated,5,3,LR,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-DataGated,5,3,DT,0.8169191919191919,0.9182544002903285,0.8888888888888888,0.9182544002903285
S5,GMR-DataGated,5,3,XGB,0.9964858670741022,0.9992741789148976,0.9354838709677419,0.9393939393939394
S5,GMR-DataGated,10,42,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,42,RF,1.0000000000000002,1.0,0.9090909090909091,0.9166666666666667
S5,GMR-DataGated,10,42,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,10,42,DT,0.8483333333333334,0.9166666666666667,0.9090909090909091,0.9166666666666667
S5,GMR-DataGated,10,42,XGB,0.997076023391813,0.9996947496947497,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,0,KNN,0.9941520467836258,0.9996947496947497,0.875,0.8888888888888888
S5,GMR-DataGated,10,0,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-DataGated,10,0,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,10,0,DT,0.6966666666666667,0.8333333333333333,0.8,0.8333333333333333
S5,GMR-DataGated,10,0,XGB,0.9861111111111112,0.9981684981684982,0.9090909090909091,0.9166666666666667
S5,GMR-DataGated,10,1,KNN,0.9463580246913579,0.9719169719169719,0.875,0.8888888888888888
S5,GMR-DataGated,10,1,RF,1.0,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-DataGated,10,1,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,10,1,DT,0.79625,0.913919413919414,0.8823529411764706,0.913919413919414
S5,GMR-DataGated,10,1,XGB,0.997076023391813,0.9996947496947498,0.8387096774193549,0.8611111111111112
S5,GMR-DataGated,10,2,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,2,RF,1.0,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-DataGated,10,2,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,2,DT,0.5930994152046783,0.875152625152625,0.7567567567567568,0.8751526251526252
S5,GMR-DataGated,10,2,XGB,0.9898989898989901,0.9987789987789989,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,10,3,KNN,0.9494444444444444,0.9720695970695971,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,3,RF,1.0,0.9999999999999999,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,3,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-DataGated,10,3,DT,0.5951851851851853,0.8028083028083028,0.7333333333333333,0.8028083028083028
S5,GMR-DataGated,10,3,XGB,0.9944444444444445,0.9993894993894994,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,42,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-DataGated,20,42,RF,1.0,1.0,0.8,0.8333333333333333
S5,GMR-DataGated,20,42,LR,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,42,DT,0.6816666666666666,0.8333333333333333,0.8,0.8333333333333333
S5,GMR-DataGated,20,42,XGB,0.9888888888888892,0.9994182664339732,0.875,0.8888888888888888
S5,GMR-DataGated,20,0,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,0,RF,1.0,1.0,0.6153846153846154,0.7222222222222222
S5,GMR-DataGated,20,0,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,20,0,DT,0.36333333333333334,0.6666666666666666,0.5,0.6666666666666666
S5,GMR-DataGated,20,0,XGB,1.0000000000000002,1.0,0.7142857142857143,0.7777777777777778
S5,GMR-DataGated,20,1,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,1,RF,1.0,1.0,0.7142857142857143,0.7777777777777778
S5,GMR-DataGated,20,1,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,20,1,DT,0.6514646464646464,0.9365910413030832,0.8,0.9365910413030831
S5,GMR-DataGated,20,1,XGB,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,2,KNN,0.893888888888889,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-DataGated,20,2,RF,1.0,1.0,0.8,0.8333333333333333
S5,GMR-DataGated,20,2,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,20,2,DT,0.6149382716049383,0.8836532867946479,0.7777777777777778,0.883653286794648
S5,GMR-DataGated,20,2,XGB,1.0,0.9999999999999999,1.0,1.0
S5,GMR-DataGated,20,3,KNN,0.9777777777777777,0.9994182664339732,0.7142857142857143,0.7777777777777778
S5,GMR-DataGated,20,3,RF,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-DataGated,20,3,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,20,3,DT,0.6905555555555556,0.8862710878417684,0.8235294117647058,0.8862710878417686
S5,GMR-DataGated,20,3,XGB,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-DataGated,50,42,KNN,1.0,1.0,0.8571428571428571,0.875
S5,GMR-DataGated,50,42,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,42,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,50,42,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-DataGated,50,42,XGB,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,0,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,0,RF,1.0,0.9999999999999999,0.6666666666666666,0.75
S5,GMR-DataGated,50,0,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,50,0,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-DataGated,50,0,XGB,1.0,1.0,0.8571428571428571,0.875
S5,GMR-DataGated,50,1,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,1,RF,1.0,1.0,0.0,0.5
S5,GMR-DataGated,50,1,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,50,1,DT,0.3433333333333333,0.7474489795918368,0.5714285714285714,0.7474489795918368
S5,GMR-DataGated,50,1,XGB,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,2,KNN,0.755,0.875,0.4,0.625
S5,GMR-DataGated,50,2,RF,1.0,1.0,0.0,0.5
S5,GMR-DataGated,50,2,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,50,2,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-DataGated,50,2,XGB,0.95,0.9987244897959183,0.4,0.625
S5,GMR-DataGated,50,3,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,3,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-DataGated,50,3,LR,1.0,1.0,1.0,1.0
S5,GMR-DataGated,50,3,DT,0.5675,0.8724489795918368,0.75,0.8724489795918368
S5,GMR-DataGated,50,3,XGB,1.0,1.0,0.4,0.625
S5,GMR-ModelAgnostic,5,42,KNN,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,42,RF,1.0,1.0,0.96875,0.9696969696969697
S5,GMR-ModelAgnostic,5,42,LR,1.0,1.0,0.9850746268656716,0.9970059880239521
S5,GMR-ModelAgnostic,5,42,DT,0.8420918866080156,0.9334059154418437,0.90625,0.9334059154418436
S5,GMR-ModelAgnostic,5,42,XGB,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,0,KNN,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-ModelAgnostic,5,0,RF,0.9999999999999998,1.0,0.9523809523809523,0.9545454545454546
S5,GMR-ModelAgnostic,5,0,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,0,DT,0.7917554858934169,0.9031028851388133,0.8709677419354839,0.9031028851388133
S5,GMR-ModelAgnostic,5,0,XGB,0.999108734402852,0.9998185447287244,0.96875,0.9696969696969697
S5,GMR-ModelAgnostic,5,1,KNN,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,1,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-ModelAgnostic,5,1,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,1,DT,0.8169191919191919,0.9182544002903285,0.8888888888888888,0.9182544002903285
S5,GMR-ModelAgnostic,5,1,XGB,0.9999999999999999,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,2,KNN,0.9934479934479934,0.9992741789148976,0.9354838709677419,0.9393939393939394
S5,GMR-ModelAgnostic,5,2,RF,0.9999999999999999,1.0,0.96875,0.9696969696969697
S5,GMR-ModelAgnostic,5,2,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,5,2,DT,0.868421052631579,0.9850299401197604,0.9295774647887324,0.9850299401197604
S5,GMR-ModelAgnostic,5,2,XGB,0.999108734402852,0.9998185447287244,0.9846153846153847,0.9848484848484849
S5,GMR-ModelAgnostic,5,3,KNN,0.9967239967239967,0.9996370894574488,0.9523809523809523,0.9545454545454546
S5,GMR-ModelAgnostic,5,3,RF,1.0,0.9999999999999999,0.9180327868852459,0.9242424242424243
S5,GMR-ModelAgnostic,5,3,LR,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-ModelAgnostic,5,3,DT,0.8164015151515152,0.9304119034657957,0.8923076923076924,0.9304119034657956
S5,GMR-ModelAgnostic,5,3,XGB,0.9948773448773449,0.9989112683723461,0.9354838709677419,0.9393939393939394
S5,GMR-ModelAgnostic,10,42,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,10,42,RF,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,10,42,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,10,42,DT,0.7502941176470589,0.9111721611721613,0.8571428571428571,0.9111721611721613
S5,GMR-ModelAgnostic,10,42,XGB,1.0,0.9999999999999999,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,10,0,KNN,0.9941520467836258,0.9996947496947497,0.9090909090909091,0.9166666666666667
S5,GMR-ModelAgnostic,10,0,RF,0.997076023391813,0.9996947496947497,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,10,0,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,10,0,DT,0.79625,0.913919413919414,0.8823529411764706,0.913919413919414
S5,GMR-ModelAgnostic,10,0,XGB,0.997076023391813,0.9996947496947497,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,10,1,KNN,0.9463580246913579,0.9719169719169719,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,10,1,RF,1.0,0.9999999999999999,0.9090909090909091,0.9166666666666667
S5,GMR-ModelAgnostic,10,1,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,10,1,DT,0.6509259259259259,0.8556166056166057,0.7878787878787878,0.8556166056166057
S5,GMR-ModelAgnostic,10,1,XGB,1.0000000000000002,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-ModelAgnostic,10,2,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,10,2,RF,1.0,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-ModelAgnostic,10,2,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,10,2,DT,0.5930994152046783,0.875152625152625,0.7567567567567568,0.8751526251526252
S5,GMR-ModelAgnostic,10,2,XGB,0.9898989898989901,0.9987789987789989,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,10,3,KNN,0.9494444444444444,0.9720695970695971,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,10,3,RF,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,10,3,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,10,3,DT,0.7585380116959064,0.9362026862026861,0.8648648648648649,0.9362026862026862
S5,GMR-ModelAgnostic,10,3,XGB,1.0000000000000002,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-ModelAgnostic,20,42,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,42,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,42,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,42,DT,0.6816666666666666,0.8333333333333333,0.8,0.8333333333333333
S5,GMR-ModelAgnostic,20,42,XGB,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,0,KNN,0.9888888888888888,0.9997091332169866,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,20,0,RF,1.0000000000000002,1.0,0.36363636363636365,0.6111111111111112
S5,GMR-ModelAgnostic,20,0,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,0,DT,0.36333333333333334,0.6666666666666666,0.5,0.6666666666666666
S5,GMR-ModelAgnostic,20,0,XGB,1.0000000000000002,0.9999999999999999,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,1,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,20,1,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,1,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,1,DT,0.6514646464646464,0.9365910413030832,0.8,0.9365910413030831
S5,GMR-ModelAgnostic,20,1,XGB,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,20,2,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,2,RF,1.0,1.0,0.8,0.8333333333333333
S5,GMR-ModelAgnostic,20,2,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,2,DT,0.7877777777777778,0.8888888888888888,0.875,0.8888888888888888
S5,GMR-ModelAgnostic,20,2,XGB,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,3,KNN,0.9777777777777777,0.9994182664339732,0.8,0.8333333333333333
S5,GMR-ModelAgnostic,20,3,RF,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,20,3,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,20,3,DT,0.6149382716049383,0.8836532867946479,0.7777777777777778,0.883653286794648
S5,GMR-ModelAgnostic,20,3,XGB,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-ModelAgnostic,50,42,KNN,1.0,1.0,0.8571428571428571,0.875
S5,GMR-ModelAgnostic,50,42,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,42,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,50,42,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,42,XGB,1.0,1.0,0.8571428571428571,0.875
S5,GMR-ModelAgnostic,50,0,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,0,RF,1.0,1.0,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,0,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,50,0,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,0,XGB,0.95,0.9987244897959183,0.8571428571428571,0.875
S5,GMR-ModelAgnostic,50,1,KNN,1.0,1.0,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,1,RF,1.0,0.9999999999999999,0.0,0.5
S5,GMR-ModelAgnostic,50,1,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,50,1,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,1,XGB,1.0,1.0,0.4,0.625
S5,GMR-ModelAgnostic,50,2,KNN,0.8500000000000001,0.9980867346938777,0.4,0.625
S5,GMR-ModelAgnostic,50,2,RF,1.0,1.0,0.4,0.625
S5,GMR-ModelAgnostic,50,2,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,50,2,DT,0.51,0.75,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,2,XGB,0.8928571428571428,0.9961734693877551,0.6666666666666666,0.75
S5,GMR-ModelAgnostic,50,3,KNN,1.0,1.0,0.8571428571428571,0.875
S5,GMR-ModelAgnostic,50,3,RF,1.0,1.0,0.4,0.625
S5,GMR-ModelAgnostic,50,3,LR,1.0,1.0,1.0,1.0
S5,GMR-ModelAgnostic,50,3,DT,0.755,0.875,0.8571428571428571,0.875
S5,GMR-ModelAgnostic,50,3,XGB,1.0,1.0,0.4,0.625
S5,GMR-Competitive,5,42,KNN,1.0,1.0,1.0,1.0
S5,GMR-Competitive,5,42,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,42,LR,1.0,1.0,0.9850746268656716,0.9970059880239521
S5,GMR-Competitive,5,42,DT,0.8164015151515152,0.9304119034657957,0.8923076923076924,0.9304119034657956
S5,GMR-Competitive,5,42,XGB,0.9999999999999999,1.0,1.0,1.0
S5,GMR-Competitive,5,0,KNN,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,0,RF,0.9999999999999998,1.0,0.9523809523809523,0.9545454545454546
S5,GMR-Competitive,5,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,5,0,DT,0.7917554858934169,0.9031028851388133,0.8709677419354839,0.9031028851388133
S5,GMR-Competitive,5,0,XGB,0.999108734402852,0.9998185447287244,0.96875,0.9696969696969697
S5,GMR-Competitive,5,1,KNN,1.0,1.0,1.0,1.0
S5,GMR-Competitive,5,1,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,5,1,DT,0.8442267502612331,0.9212484122663764,0.9032258064516129,0.9212484122663763
S5,GMR-Competitive,5,1,XGB,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,2,KNN,0.9934479934479934,0.9992741789148976,0.9354838709677419,0.9393939393939394
S5,GMR-Competitive,5,2,RF,1.0,1.0,0.96875,0.9696969696969697
S5,GMR-Competitive,5,2,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,5,2,DT,0.7913734115347019,0.9152603883142806,0.875,0.9152603883142805
S5,GMR-Competitive,5,2,XGB,0.999108734402852,0.9998185447287243,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,3,KNN,0.9967239967239967,0.9996370894574488,0.9523809523809523,0.9545454545454546
S5,GMR-Competitive,5,3,RF,1.0,0.9999999999999999,0.9180327868852459,0.9242424242424243
S5,GMR-Competitive,5,3,LR,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Competitive,5,3,DT,0.8164015151515152,0.9304119034657957,0.8923076923076924,0.9304119034657956
S5,GMR-Competitive,5,3,XGB,0.9948773448773449,0.9989112683723461,0.9354838709677419,0.9393939393939394
S5,GMR-Competitive,10,42,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,42,RF,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,42,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,10,42,DT,0.6102380952380952,0.9001831501831502,0.7692307692307693,0.9001831501831502
S5,GMR-Competitive,10,42,XGB,0.997076023391813,0.9996947496947497,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,0,KNN,0.9920634920634921,0.9995421245421245,0.9090909090909091,0.9166666666666667
S5,GMR-Competitive,10,0,RF,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-Competitive,10,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,10,0,DT,0.5951851851851853,0.8028083028083028,0.7333333333333333,0.8028083028083028
S5,GMR-Competitive,10,0,XGB,0.9944444444444445,0.9993894993894993,0.9411764705882353,0.9444444444444444
S5,GMR-Competitive,10,1,KNN,0.9463580246913579,0.9719169719169719,0.875,0.8888888888888888
S5,GMR-Competitive,10,1,RF,0.9944444444444447,0.9993894993894994,0.875,0.8888888888888888
S5,GMR-Competitive,10,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,10,1,DT,0.5633333333333334,0.8250915750915749,0.7272727272727273,0.825091575091575
S5,GMR-Competitive,10,1,XGB,0.9970760233918128,0.9996947496947497,0.875,0.8888888888888888
S5,GMR-Competitive,10,2,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,2,RF,1.0000000000000002,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-Competitive,10,2,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,10,2,DT,0.6605228758169934,0.8806471306471305,0.8,0.8806471306471306
S5,GMR-Competitive,10,2,XGB,0.9879227053140098,0.9984737484737484,0.9411764705882353,0.9444444444444444
S5,GMR-Competitive,10,3,KNN,0.9494444444444444,0.9720695970695971,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,3,RF,0.997076023391813,0.9996947496947497,0.9090909090909091,0.9166666666666667
S5,GMR-Competitive,10,3,LR,0.9970760233918128,0.9996947496947497,0.9714285714285714,0.9722222222222222
S5,GMR-Competitive,10,3,DT,0.7094444444444445,0.9084249084249084,0.8333333333333334,0.9084249084249084
S5,GMR-Competitive,10,3,XGB,0.997076023391813,0.9996947496947497,0.9411764705882353,0.9444444444444444
S5,GMR-Competitive,20,42,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-Competitive,20,42,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-Competitive,20,42,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,20,42,DT,0.5864285714285714,0.8307155322862129,0.75,0.830715532286213
S5,GMR-Competitive,20,42,XGB,0.9765432098765432,0.9988365328679465,0.875,0.8888888888888888
S5,GMR-Competitive,20,0,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Competitive,20,0,RF,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-Competitive,20,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Competitive,20,0,DT,0.7161111111111111,0.9392088423502035,0.8421052631578947,0.9392088423502036
S5,GMR-Competitive,20,0,XGB,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-Competitive,20,1,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Competitive,20,1,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-Competitive,20,1,LR,1.0,1.0,1.0,1.0
